TransactionID,CustomerID,Date,ProductID,Price,Qty,TotalAmount,StoreID,Age,Gender,Marital Status,Income,Product Name,StoreName,GroupStore,Type,Latitude,Longitude
TR36833,41,01/07/2022,P3,7500,2,15000,14,51.0,0.0,Married,"16,42",Crackers,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR4110,445,01/07/2022,P2,3200,7,22400,1,51.0,0.0,Married,"14,48",Ginger Candy ,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR43466,118,01/07/2022,P8,16000,1,16000,13,20.0,1.0,Single,"3,28",Oat,Buana,Buana,General Trade,"-1,26916","116,825264"
TR44592,238,01/07/2022,P4,12000,3,36000,8,26.0,0.0,Single,"6,61",Potato Chip,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR46432,335,01/07/2022,P3,7500,1,7500,9,29.0,1.0,Single,"4,74",Crackers,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR5410,94,01/07/2022,P2,3200,7,22400,3,53.0,0.0,Married,"12,94",Ginger Candy ,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR60066,251,01/07/2022,P10,15000,4,60000,7,45.0,1.0,Married,"3,38",Cheese Stick,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR60222,206,01/07/2022,P9,10000,5,50000,5,68.0,0.0,Married,"8,3",Yoghurt,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR60228,1,01/07/2022,P3,7500,5,37500,9,55.0,1.0,Married,"5,12",Crackers,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR68742,214,01/07/2022,P2,3200,7,22400,11,52.0,0.0,Married,"13,14",Ginger Candy ,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR71131,87,01/07/2022,P9,10000,5,50000,8,44.0,1.0,Married,"9,57",Yoghurt,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR72787,293,01/07/2022,P8,16000,1,16000,2,54.0,0.0,Married,"10,4",Oat,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR77432,431,01/07/2022,P7,9400,2,18800,11,40.0,1.0,Married,"9,51",Coffee Candy,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR79479,107,01/07/2022,P7,9400,5,47000,7,38.0,1.0,Married,"9,85",Coffee Candy,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR88599,438,01/07/2022,P10,15000,1,15000,3,36.0,1.0,Single,"5,43",Cheese Stick,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR92085,378,01/07/2022,P10,15000,1,15000,14,54.0,0.0,Married,"14,66",Cheese Stick,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR9874,348,01/07/2022,P9,10000,7,70000,1,29.0,1.0,Married,"4,64",Yoghurt,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR98897,233,01/07/2022,P6,18000,4,72000,11,43.0,1.0,Married,"5,69",Cashew,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR17337,155,02/07/2022,P4,12000,1,12000,10,40.0,0.0,Married,"7,17",Potato Chip,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR18471,17,02/07/2022,P9,10000,1,10000,5,35.0,0.0,Married,"3,14",Yoghurt,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR19616,302,02/07/2022,P8,16000,3,48000,2,51.0,0.0,Married,"15,43",Oat,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR34452,218,02/07/2022,P7,9400,5,47000,12,29.0,0.0,Married,"3,52",Coffee Candy,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR35601,356,02/07/2022,P10,15000,3,45000,9,56.0,0.0,Married,"13,25",Cheese Stick,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR37048,281,02/07/2022,P3,7500,2,15000,13,35.0,0.0,Married,"3,03",Crackers,Buana,Buana,General Trade,"-1,26916","116,825264"
TR42480,310,02/07/2022,P3,7500,6,45000,10,23.0,0.0,Married,"4,17",Crackers,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR43486,125,02/07/2022,P5,4200,4,16800,7,55.0,1.0,Married,"12,75",Thai Tea,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR46328,172,02/07/2022,P4,12000,5,60000,1,57.0,1.0,Married,"8,96",Potato Chip,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR61763,380,02/07/2022,P9,10000,3,30000,10,40.0,0.0,Married,"5,77",Yoghurt,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR82925,325,02/07/2022,P5,4200,3,12600,1,37.0,0.0,Single,"3,25",Thai Tea,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR85800,149,02/07/2022,P3,7500,1,7500,7,61.0,1.0,Married,"3,96",Crackers,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR89488,92,02/07/2022,P5,4200,4,16800,14,60.0,0.0,Married,"10,72",Thai Tea,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR91570,52,02/07/2022,P1,8800,9,79200,9,37.0,0.0,Married,"3,73",Choco Bar,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR10947,174,03/07/2022,P9,10000,4,40000,13,45.0,1.0,Married,"17,34",Yoghurt,Buana,Buana,General Trade,"-1,26916","116,825264"
TR1281,81,03/07/2022,P9,10000,1,10000,13,44.0,0.0,Married,"19,49",Yoghurt,Buana,Buana,General Trade,"-1,26916","116,825264"
TR13665,142,03/07/2022,P2,3200,6,19200,14,23.0,1.0,Single,"1,58",Ginger Candy ,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR16195,220,03/07/2022,P6,18000,3,54000,7,45.0,0.0,Married,"16,35",Cashew,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR20979,270,03/07/2022,P10,15000,5,75000,14,49.0,1.0,Married,"8,81",Cheese Stick,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR225,400,03/07/2022,P5,4200,2,8400,7,23.0,1.0,Single,"2,79",Thai Tea,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR2611,360,03/07/2022,P8,16000,1,16000,9,54.0,0.0,Married,"35,78",Oat,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR31751,108,03/07/2022,P7,9400,2,18800,13,25.0,0.0,Single,"6,87",Coffee Candy,Buana,Buana,General Trade,"-1,26916","116,825264"
TR40115,299,03/07/2022,P7,9400,6,56400,1,37.0,1.0,Married,"4,54",Coffee Candy,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR456,393,03/07/2022,P9,10000,5,50000,2,22.0,0.0,Single,0,Yoghurt,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR49304,72,03/07/2022,P3,7500,4,30000,8,26.0,0.0,Single,"1,81",Crackers,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR63644,149,03/07/2022,P7,9400,5,47000,12,61.0,1.0,Married,"3,96",Coffee Candy,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR66398,390,03/07/2022,P3,7500,1,7500,8,20.0,1.0,Single,"3,7",Crackers,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR71129,7,03/07/2022,P9,10000,2,20000,11,31.0,0.0,Married,"4,57",Yoghurt,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR71642,233,03/07/2022,P1,8800,4,35200,11,43.0,1.0,Married,"5,69",Choco Bar,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR96325,13,03/07/2022,P5,4200,5,21000,12,23.0,0.0,Single,"2,03",Thai Tea,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR18804,217,04/07/2022,P2,3200,7,22400,7,39.0,1.0,Single,"6,96",Ginger Candy ,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR18916,39,04/07/2022,P9,10000,7,70000,1,66.0,1.0,Married,"6,19",Yoghurt,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR2485,384,04/07/2022,P3,7500,6,45000,13,59.0,1.0,Married,"4,42",Crackers,Buana,Buana,General Trade,"-1,26916","116,825264"
TR3208,259,04/07/2022,P7,9400,6,56400,6,59.0,1.0,Married,"4,44",Coffee Candy,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR54646,112,04/07/2022,P10,15000,5,75000,5,31.0,1.0,Married,"4,44",Cheese Stick,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR72546,237,04/07/2022,P5,4200,5,21000,8,35.0,1.0,Married,"8,14",Thai Tea,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR74803,47,04/07/2022,P9,10000,1,10000,7,35.0,1.0,Married,"9,56",Yoghurt,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR79007,140,04/07/2022,P5,4200,3,12600,3,54.0,0.0,Married,"9,57",Thai Tea,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR16451,343,05/07/2022,P8,16000,3,48000,2,29.0,0.0,Married,"2,26",Oat,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR19197,16,05/07/2022,P6,18000,1,18000,5,52.0,0.0,Married,"11,8",Cashew,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR20454,266,05/07/2022,P10,15000,3,45000,6,72.0,1.0,Married,"4,72",Cheese Stick,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR20792,58,05/07/2022,P5,4200,5,21000,3,27.0,1.0,Married,"4,43",Thai Tea,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR21762,5,05/07/2022,P9,10000,7,70000,1,58.0,1.0,Married,"3,57",Yoghurt,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR31724,409,05/07/2022,P10,15000,3,45000,9,47.0,0.0,Married,"28,23",Cheese Stick,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR37789,10,05/07/2022,P4,12000,1,12000,6,,,,,Potato Chip,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR51478,239,05/07/2022,P5,4200,2,8400,3,41.0,1.0,Married,"6,55",Thai Tea,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR57847,363,05/07/2022,P1,8800,10,88000,4,35.0,0.0,Married,"6,05",Choco Bar,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR69229,46,05/07/2022,P8,16000,2,32000,4,36.0,1.0,Married,"8,31",Oat,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR74692,89,05/07/2022,P10,15000,2,30000,9,32.0,0.0,Married,"9,68",Cheese Stick,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR78634,198,05/07/2022,P5,4200,2,8400,1,45.0,0.0,Married,"10,69",Thai Tea,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR92181,342,05/07/2022,P2,3200,3,9600,14,48.0,1.0,Married,"13,55",Ginger Candy ,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR93280,287,05/07/2022,P3,7500,3,22500,7,36.0,0.0,Single,"3,7",Crackers,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR13781,54,06/07/2022,P3,7500,6,45000,1,42.0,0.0,Single,"9,68",Crackers,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR18051,27,06/07/2022,P8,16000,2,32000,5,43.0,0.0,Married,"17,42",Oat,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR18373,444,06/07/2022,P4,12000,2,24000,3,53.0,0.0,Married,"15,31",Potato Chip,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR27786,422,06/07/2022,P7,9400,4,37600,1,21.0,1.0,Single,"3,88",Coffee Candy,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR32727,223,06/07/2022,P8,16000,3,48000,6,62.0,1.0,Single,"5,35",Oat,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR35138,276,06/07/2022,P1,8800,10,88000,9,31.0,1.0,Married,"8,96",Choco Bar,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR5562,141,06/07/2022,P5,4200,3,12600,7,65.0,1.0,Married,"9,94",Thai Tea,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR57283,2,06/07/2022,P5,4200,3,12600,5,60.0,1.0,Married,"6,23",Thai Tea,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR6695,220,06/07/2022,P9,10000,3,30000,8,45.0,0.0,Married,"16,35",Yoghurt,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR77916,229,06/07/2022,P3,7500,5,37500,14,32.0,0.0,Married,"10,17",Crackers,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR87271,237,06/07/2022,P9,10000,2,20000,2,35.0,1.0,Married,"8,14",Yoghurt,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR87345,4,06/07/2022,P5,4200,3,12600,3,31.0,1.0,Married,"4,87",Thai Tea,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR97169,158,06/07/2022,P5,4200,2,8400,14,49.0,1.0,Married,"5,6",Thai Tea,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR2430,189,07/07/2022,P4,12000,4,48000,7,59.0,1.0,Single,"5,15",Potato Chip,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR26517,133,07/07/2022,P10,15000,4,60000,4,47.0,1.0,Married,"20,81",Cheese Stick,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR27651,15,07/07/2022,P6,18000,3,54000,2,30.0,0.0,Married,"4,52",Cashew,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR28097,355,07/07/2022,P5,4200,5,21000,10,19.0,1.0,Single,0,Thai Tea,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR30435,95,07/07/2022,P8,16000,2,32000,7,52.0,0.0,Married,"17,42",Oat,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR36777,305,07/07/2022,P5,4200,4,16800,12,29.0,1.0,Married,"4,08",Thai Tea,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR37642,3,07/07/2022,P7,9400,4,37600,2,32.0,1.0,Married,"9,17",Coffee Candy,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR40524,84,07/07/2022,P10,15000,3,45000,2,54.0,0.0,Married,"18,12",Cheese Stick,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR42912,77,07/07/2022,P9,10000,6,60000,9,26.0,0.0,Married,"4,67",Yoghurt,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR457,246,07/07/2022,P8,16000,1,16000,7,40.0,1.0,Single,"21,81",Oat,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR51719,50,07/07/2022,P8,16000,3,48000,6,31.0,1.0,Married,"6,01",Oat,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR56456,53,07/07/2022,P5,4200,3,12600,2,32.0,0.0,Married,"7,36",Thai Tea,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR62586,251,07/07/2022,P1,8800,3,26400,10,45.0,1.0,Married,"3,38",Choco Bar,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR66543,97,07/07/2022,P9,10000,1,10000,10,51.0,1.0,Married,"20,22",Yoghurt,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR82062,192,07/07/2022,P3,7500,3,22500,2,26.0,0.0,Single,"4,47",Crackers,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR83991,391,07/07/2022,P2,3200,3,9600,6,26.0,0.0,Married,"4,98",Ginger Candy ,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR84427,110,07/07/2022,P7,9400,3,28200,13,19.0,0.0,Married,"2,41",Coffee Candy,Buana,Buana,General Trade,"-1,26916","116,825264"
TR91305,17,07/07/2022,P7,9400,6,56400,3,35.0,0.0,Married,"3,14",Coffee Candy,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR96589,133,07/07/2022,P7,9400,6,56400,2,47.0,1.0,Married,"20,81",Coffee Candy,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR19851,3,08/07/2022,P4,12000,3,36000,3,32.0,1.0,Married,"9,17",Potato Chip,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR35585,214,08/07/2022,P7,9400,4,37600,7,52.0,0.0,Married,"13,14",Coffee Candy,Buana Indah,Buana,General Trade,"3,316694","114,590111"
TR38669,166,08/07/2022,P4,12000,5,60000,2,33.0,0.0,Married,"3,33",Potato Chip,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR42976,315,08/07/2022,P2,3200,3,9600,12,29.0,1.0,Married,"4,18",Ginger Candy ,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR4386,54,08/07/2022,P10,15000,1,15000,2,42.0,0.0,Single,"9,68",Cheese Stick,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR46056,247,08/07/2022,P6,18000,2,36000,8,33.0,1.0,Married,"8,11",Cashew,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR6198,233,08/07/2022,P7,9400,4,37600,14,43.0,1.0,Married,"5,69",Coffee Candy,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR64486,258,08/07/2022,P3,7500,1,7500,6,51.0,0.0,Married,"12,57",Crackers,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR65593,395,08/07/2022,P5,4200,5,21000,4,28.0,0.0,Married,"3,39",Thai Tea,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR71106,218,08/07/2022,P2,3200,6,19200,2,29.0,0.0,Married,"3,52",Ginger Candy ,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR86702,388,08/07/2022,P2,3200,6,19200,12,44.0,1.0,Married,"16,12",Ginger Candy ,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR90952,362,08/07/2022,P9,10000,3,30000,8,25.0,0.0,Single,"7,47",Yoghurt,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR97236,255,08/07/2022,P3,7500,3,22500,12,24.0,1.0,Single,"5,78",Crackers,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR17912,152,09/07/2022,P3,7500,4,30000,8,59.0,1.0,Married,"10,68",Crackers,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR19550,174,09/07/2022,P9,10000,6,60000,12,45.0,1.0,Married,"17,34",Yoghurt,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR258,96,09/07/2022,P5,4200,3,12600,5,55.0,0.0,Married,"13,67",Thai Tea,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR29093,232,09/07/2022,P8,16000,3,48000,6,62.0,0.0,Married,"7,32",Oat,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR38700,231,09/07/2022,P6,18000,1,18000,6,51.0,1.0,Married,"16,59",Cashew,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR44905,170,09/07/2022,P5,4200,2,8400,10,36.0,0.0,Married,"7,55",Thai Tea,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR46690,171,09/07/2022,P6,18000,3,54000,4,40.0,0.0,Married,"10,05",Cashew,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR49701,414,09/07/2022,P10,15000,5,75000,3,21.0,1.0,Single,"0,74",Cheese Stick,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR5084,176,09/07/2022,P5,4200,4,16800,13,54.0,1.0,Married,"18,32",Thai Tea,Buana,Buana,General Trade,"-1,26916","116,825264"
TR67334,354,09/07/2022,P8,16000,3,48000,13,53.0,1.0,Married,"16,94",Oat,Buana,Buana,General Trade,"-1,26916","116,825264"
TR70093,128,09/07/2022,P9,10000,6,60000,6,0.0,1.0,Married,"6,77",Yoghurt,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR70098,268,09/07/2022,P8,16000,1,16000,2,49.0,1.0,Single,"5,18",Oat,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR9376,427,09/07/2022,P3,7500,2,15000,1,54.0,0.0,Married,"16,88",Crackers,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR99503,443,09/07/2022,P6,18000,1,18000,6,,,,,Cashew,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR20698,343,10/07/2022,P4,12000,1,12000,5,29.0,0.0,Married,"2,26",Potato Chip,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR32454,363,10/07/2022,P5,4200,3,12600,12,35.0,0.0,Married,"6,05",Thai Tea,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR32974,219,10/07/2022,P3,7500,2,15000,11,39.0,0.0,Single,"9,73",Crackers,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR51807,315,10/07/2022,P10,15000,1,15000,5,29.0,1.0,Married,"4,18",Cheese Stick,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR58251,279,10/07/2022,P5,4200,5,21000,4,62.0,0.0,Married,"5,35",Thai Tea,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR81797,37,10/07/2022,P1,8800,10,88000,3,51.0,0.0,Married,"17,11",Choco Bar,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR90402,323,10/07/2022,P3,7500,4,30000,5,58.0,0.0,Married,"10,55",Crackers,Bonafid,Gita,General Trade,"-7,250445","112,768845"
TR95008,319,10/07/2022,P2,3200,7,22400,8,39.0,0.0,Married,"8,82",Ginger Candy ,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR96588,221,10/07/2022,P3,7500,1,7500,4,23.0,1.0,Single,"7,5",Crackers,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR14050,431,11/07/2022,P10,15000,3,45000,1,40.0,1.0,Married,"9,51",Cheese Stick,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR19919,143,11/07/2022,P9,10000,6,60000,4,25.0,1.0,Single,"2,87",Yoghurt,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR3197,96,11/07/2022,P3,7500,1,7500,9,55.0,0.0,Married,"13,67",Crackers,Lingga,Lingga,Modern Trade,"-3,654703","128,190643"
TR61088,1,11/07/2022,P4,12000,2,24000,6,55.0,1.0,Married,"5,12",Potato Chip,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR61164,95,11/07/2022,P5,4200,3,12600,13,52.0,0.0,Married,"17,42",Thai Tea,Buana,Buana,General Trade,"-1,26916","116,825264"
TR74348,20,11/07/2022,P3,7500,4,30000,14,43.0,0.0,Married,"18,91",Crackers,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR9460,354,11/07/2022,P8,16000,2,32000,3,53.0,1.0,Married,"16,94",Oat,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR95391,416,11/07/2022,P5,4200,4,16800,6,,,,,Thai Tea,Lingga,Lingga,Modern Trade,"-5,135399","119,42379"
TR98335,130,11/07/2022,P6,18000,4,72000,3,40.0,0.0,Married,"9,73",Cashew,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR12333,411,12/07/2022,P10,15000,5,75000,4,19.0,1.0,Single,0,Cheese Stick,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR1310,306,12/07/2022,P6,18000,2,36000,8,49.0,0.0,Married,"16,52",Cashew,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR20981,121,12/07/2022,P3,7500,3,22500,14,26.0,0.0,Single,"2,93",Crackers,Priangan,Priangan,Modern Trade,"-5,45","105,26667"
TR29295,90,12/07/2022,P6,18000,4,72000,13,21.0,1.0,Single,0,Cashew,Buana,Buana,General Trade,"-1,26916","116,825264"
TR30261,103,12/07/2022,P10,15000,4,60000,13,31.0,1.0,Single,"4,01",Cheese Stick,Buana,Buana,General Trade,"-1,26916","116,825264"
TR34405,133,12/07/2022,P5,4200,5,21000,2,47.0,1.0,Married,"20,81",Thai Tea,Prima Kelapa Dua,Prima,Modern Trade,"-6,914864","107,608238"
TR3631,168,12/07/2022,P4,12000,3,36000,13,27.0,0.0,Married,"4,88",Potato Chip,Buana,Buana,General Trade,"-1,26916","116,825264"
TR42847,220,12/07/2022,P10,15000,5,75000,12,45.0,0.0,Married,"16,35",Cheese Stick,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR48273,6,12/07/2022,P1,8800,6,52800,10,23.0,0.0,Married,"2,33",Choco Bar,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR55797,260,12/07/2022,P5,4200,5,21000,8,33.0,0.0,Single,"6,65",Thai Tea,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR76552,89,12/07/2022,P10,15000,4,60000,8,32.0,0.0,Married,"9,68",Cheese Stick,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR84344,44,12/07/2022,P9,10000,5,50000,12,40.0,0.0,Married,"10,65",Yoghurt,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR86305,282,12/07/2022,P8,16000,2,32000,4,55.0,0.0,Married,"11,38",Oat,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR95040,175,12/07/2022,P10,15000,3,45000,1,60.0,0.0,Married,"9,7",Cheese Stick,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR12695,392,13/07/2022,P8,16000,2,32000,1,45.0,0.0,Married,"19,68",Oat,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR23573,64,13/07/2022,P4,12000,3,36000,4,48.0,1.0,Married,"7,92",Potato Chip,Gita Ginara,Gita,General Trade,"-6,966667","110,416664"
TR35195,403,13/07/2022,P2,3200,3,9600,8,30.0,0.0,Married,"4,06",Ginger Candy ,Sinar Harapan,Harapan Baru,General Trade,"5,54829","95,323753"
TR3672,38,13/07/2022,P3,7500,6,45000,3,56.0,0.0,Married,"14,32",Crackers,Prima Kota,Prima,Modern Trade,"-7,797068","110,370529"
TR43134,427,13/07/2022,P7,9400,6,56400,11,54.0,0.0,Married,"16,88",Coffee Candy,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR51241,107,13/07/2022,P9,10000,7,70000,12,38.0,1.0,Married,"9,85",Yoghurt,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR52524,80,13/07/2022,P1,8800,10,88000,1,44.0,0.0,Married,"13,45",Choco Bar,Prima Tendean,Prima,Modern Trade,"-6,2","106,816666"
TR53333,401,13/07/2022,P4,12000,3,36000,11,45.0,0.0,Married,"4,08",Potato Chip,Sinar Harapan,Prestasi,General Trade,"0,533505","101,447403"
TR62617,132,13/07/2022,P7,9400,5,47000,10,41.0,0.0,Married,"17,69",Coffee Candy,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR70841,71,13/07/2022,P4,12000,4,48000,10,46.0,0.0,Married,"12,42",Potato Chip,Harapan Baru,Harapan Baru,General Trade,"3,597031","98,678513"
TR74928,118,13/07/2022,P2,3200,3,9600,12,20.0,1.0,Single,"3,28",Ginger Candy ,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
TR94022,119,13/07/2022,P2,3200,4,12800,12,26.0,1.0,Single,"5,54",Ginger Candy ,Prestasi Utama,Prestasi,General Trade,"-2,990934","104,756554"
